Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Latvia,LVA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,38.4826011657715,42.598201751709,41.2528991699219,..,..
Lebanon,LBN,CO2 emissions (kt),EN.ATM.CO2E.KT,27810,29280,27710,..,..
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,7653.73362998424,7819.60467019649,8058.44433692324,7578.17236808171,4649.54764607837
Lebanon,LBN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Lebanon,LBN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,3.94470000267029,3.9539999961853,4.71000003814697,..,..
Lesotho,LSO,CO2 emissions (kt),EN.ATM.CO2E.KT,2270,2440,2570,..,..
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,1018.93109291945,1102.94441037887,1192.4843195181,1113.37214033581,875.353432963926
Lesotho,LSO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Lesotho,LSO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,43.5480003356934,40.1160011291504,38.415699005127,..,..
Liberia,LBR,CO2 emissions (kt),EN.ATM.CO2E.KT,1410,1260,1320,..,..
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,740.914906030102,721.085044013216,710.265998419581,672.340499220841,632.93638561735
Liberia,LBR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Liberia,LBR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,82.9130020141602,85.0087966918945,87.2133026123047,..,..
Libya,LBY,CO2 emissions (kt),EN.ATM.CO2E.KT,51180,56810,58940,..,..
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,4035.19680169994,5756.69932474775,7877.12460954542,7685.94813248318,3699.29476514318
Libya,LBY,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Libya,LBY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2.63289999961853,2.667799949646,2.62619996070862,..,..
Liechtenstein,LIE,CO2 emissions (kt),EN.ATM.CO2E.KT,150,160,140,..,..
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,165642.386275555,171253.964253797,180366.715197575,175813.875592058,..
Liechtenstein,LIE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Liechtenstein,LIE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,55.8217010498047,55.3255996704102,56.7998008728027,..,..
Lithuania,LTU,CO2 emissions (kt),EN.ATM.CO2E.KT,11200,11220,11590,..,..
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,14998.1250595137,16843.699654691,19176.812150505,19575.768481407,20233.6413480843
Lithuania,LTU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Lithuania,LTU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,31.4717998504639,33.7784996032715,33.4990997314453,..,..
Luxembourg,LUX,CO2 emissions (kt),EN.ATM.CO2E.KT,8860,9000,9320,..,..
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,106826.726448542,109921.031443585,117197.48169363,113218.713349678,116014.602496869
Luxembourg,LUX,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Luxembourg,LUX,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,13.4963998794556,15.328800201416,16.0277004241943,..,..
"Macao SAR, China",MAC,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,73545.758237307,81019.4737666593,87526.0799912635,86197.3656943949,39403.1359073362
"Macao SAR, China",MAC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
"Macao SAR, China",MAC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,7.84740018844604,5.85120010375977,14.0094995498657,..,..
Madagascar,MDG,CO2 emissions (kt),EN.ATM.CO2E.KT,3220,3500,3370,..,..
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,475.955556826336,515.293323373233,523.94597141966,522.989524271408,471.491496300252
Madagascar,MDG,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Madagascar,MDG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,83.9795989990234,81.3202972412109,81.568603515625,..,..
Malawi,MWI,CO2 emissions (kt),EN.ATM.CO2E.KT,1360,1500,1570,..,..
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,315.777987100071,506.137294436399,544.593435393373,591.846389556646,636.820536833847
Malawi,MWI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Malawi,MWI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,78.6738967895508,75.899299621582,73.2249984741211,..,..
Malaysia,MYS,CO2 emissions (kt),EN.ATM.CO2E.KT,228640,222890,239620,..,..
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,9817.78709031009,10259.3048064811,11380.0820900475,11432.8229973018,10412.3489834381
Malaysia,MYS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Malaysia,MYS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,4.43120002746582,5.22349977493286,5.3105001449585,..,..
Maldives,MDV,CO2 emissions (kt),EN.ATM.CO2E.KT,1750,1820,1910,..,..
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,9209.44356385479,9577.34694587865,10279.0799751619,10561.6135113508,6924.10574465625
Maldives,MDV,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Maldives,MDV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1.21319997310638,1.25460004806519,1.11829996109009,..,..
Mali,MLI,CO2 emissions (kt),EN.ATM.CO2E.KT,4420,5050,5620,..,..
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,780.723569528087,830.021515346886,894.804776510366,879.043187300812,862.453018770252
Mali,MLI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Mali,MLI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,76.1552963256836,76.3650970458984,76.6082000732422,..,..
Malta,MLT,CO2 emissions (kt),EN.ATM.CO2E.KT,1350,1520,1550,..,..
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,25741.4460613677,28250.6977747589,30672.2922439038,30186.1959621979,27884.6428274251
Malta,MLT,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Malta,MLT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,9.25279998779297,7.25339984893799,7.46479988098145,..,..
Marshall Islands,MHL,CO2 emissions (kt),EN.ATM.CO2E.KT,180,180,190,..,..
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3490.99838885713,3672.57678328424,3793.55098267479,4073.10982973584,4129.850998412
Marshall Islands,MHL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Marshall Islands,MHL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,11.7508001327515,11.7524995803833,11.7181997299194,..,..
Mauritania,MRT,CO2 emissions (kt),EN.ATM.CO2E.KT,2810,3800,4000,..,..
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1536.85488788877,1587.61126325063,1670.2041645288,1743.30290093768,1701.99116304908
Mauritania,MRT,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Mauritania,MRT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,31.6481990814209,25.1851005554199,25.1306991577148,..,..
Mauritius,MUS,CO2 emissions (kt),EN.ATM.CO2E.KT,4040,4180,4130,..,..
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,9681.61856689674,10484.9083620411,11208.3438184474,11097.168977137,8627.84315711981
Mauritius,MUS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Mauritius,MUS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,10.3325996398926,9.42230033874512,9.19890022277832,..,..
Mexico,MEX,CO2 emissions (kt),EN.ATM.CO2E.KT,479250,471810,472140,..,..
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,8744.51555912786,9287.84958732302,9686.98492655586,9950.45008048459,8329.27131263927
Mexico,MEX,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Mexico,MEX,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,9.22010040283203,9.53759956359863,9.62530040740967,..,..
"Micronesia, Fed. Sts.",FSM,CO2 emissions (kt),EN.ATM.CO2E.KT,170,170,180,..,..
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3014.70035839042,3289.64211697365,3568.291015625,3585.39244888455,3565.293294268
"Micronesia, Fed. Sts.",FSM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1.60790002346039,1.42089998722076,1.75189995765686,..,..
Moldova,MDA,CO2 emissions (kt),EN.ATM.CO2E.KT,8140,8160,8590,..,..
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,2880.43928129296,3509.69345025814,4230.3630367862,4491.6888269382,4547.05972064671
Moldova,MDA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Moldova,MDA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,25.2954998016357,26.0611000061035,25.7460994720459,..,..
Monaco,MCO,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,170028.655717864,167517.059727856,185978.609251356,189487.14712838,173688.189360292
Monaco,MCO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Monaco,MCO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..,..,..,..,..
Mongolia,MNG,CO2 emissions (kt),EN.ATM.CO2E.KT,18170,19470,21320,..,..
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,3658.39030030916,3687.10000337811,4156.8469697802,4404.84583020208,4060.95051770038
Mongolia,MNG,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Mongolia,MNG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,3.39429998397827,3.60109996795654,3.35829997062683,..,..
Montenegro,MNE,CO2 emissions (kt),EN.ATM.CO2E.KT,2110,2230,2520,..,..
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,7028.93657685094,7784.06528996557,8845.91421887296,8910.65083414613,7677.15222569996
Montenegro,MNE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Montenegro,MNE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,43.9141998291016,37.7830009460449,40.6072006225586,..,..
Morocco,MAR,CO2 emissions (kt),EN.ATM.CO2E.KT,63080,65930,66680,..,..
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,2896.72219562665,3035.45443323105,3226.98279356862,3235.00066048238,3058.69168866957
Morocco,MAR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Morocco,MAR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,11.0204000473022,10.4181003570557,10.8323001861572,..,..
Mozambique,MOZ,CO2 emissions (kt),EN.ATM.CO2E.KT,5790,6020,6640,..,..
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,428.926672944529,461.415094120589,503.317925171139,506.641639083046,448.544280704982
Mozambique,MOZ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Mozambique,MOZ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,70.5039978027344,68.507698059082,65.9421005249023,..,..
Myanmar,MMR,CO2 emissions (kt),EN.ATM.CO2E.KT,21890,31400,32520,..,..
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1136.61066545868,1151.11446155062,1250.17369130663,1271.1115749486,1467.60428115143
Myanmar,MMR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Myanmar,MMR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,69.5346984863281,60.5728988647461,60.1110992431641,..,..
Namibia,NAM,CO2 emissions (kt),EN.ATM.CO2E.KT,4360,4330,4250,..,..
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,4546.98668754958,5367.11467444788,5588.39286411942,5009.68590391401,4179.27806560875
Namibia,NAM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Namibia,NAM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,28.7101001739502,29.4083003997803,30.3269996643066,..,..
Nauru,NRU,CO2 emissions (kt),EN.ATM.CO2E.KT,60,70,70,..,..
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,9521.04210071383,10339.385479551,11614.665076832,11029.7355824213,10580.2681883905
Nauru,NRU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Nauru,NRU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.17569999396801,0.602199971675873,0.656799972057343,..,..
Nepal,NPL,CO2 emissions (kt),EN.ATM.CO2E.KT,9340,11030,12030,..,..
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,899.523581017634,1048.45375534427,1178.52593245237,1194.95687572575,1155.14285440358
Nepal,NPL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Nepal,NPL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,79.195198059082,76.4075012207031,75.0397033691406,..,..
Netherlands,NLD,CO2 emissions (kt),EN.ATM.CO2E.KT,158270,155910,151170,..,..
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,46007.8529206547,48554.9922761756,53018.6293562696,52476.2732533327,52397.1167129558
Netherlands,NLD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Netherlands,NLD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,5.63889980316162,6.35620021820068,7.38369989395142,..,..
New Caledonia,NCL,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,32391.1972180394,33976.5555540689,36382.487655681,34788.529281587,..
New Caledonia,NCL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
New Caledonia,NCL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,3.69790005683899,5.08239984512329,4.43639993667603,..,..
New Zealand,NZL,CO2 emissions (kt),EN.ATM.CO2E.KT,31180,32920,32210,..,..
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,40080.4941137172,42992.8952738896,43306.0700032372,42755.2162634522,41441.4666667011
New Zealand,NZL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
New Zealand,NZL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,31.6702995300293,30.445499420166,31.0396003723145,..,..
Nicaragua,NIC,CO2 emissions (kt),EN.ATM.CO2E.KT,5380,5400,5210,..,..
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2107.5740596602,2159.15671369193,2014.57518879047,1926.69969398276,1905.26115155921
Nicaragua,NIC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Nicaragua,NIC,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,49.5424003601074,48.8689002990723,50.1913986206055,..,..
Niger,NER,CO2 emissions (kt),EN.ATM.CO2E.KT,1970,2070,2290,..,..
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,500.214911266535,517.771572271371,570.723921953592,554.099389259855,567.669892261611
Niger,NER,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Niger,NER,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,79.6454010009766,79.4359970092773,77.9660034179688,..,..
Nigeria,NGA,CO2 emissions (kt),EN.ATM.CO2E.KT,108420,112920,130670,..,..
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2176.00277201515,1968.56539847444,2027.77854863842,2229.8586518613,2097.09247289022
Nigeria,NGA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Nigeria,NGA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,82.4570999145508,82.649299621582,79.6541976928711,..,..
North Macedonia,MKD,CO2 emissions (kt),EN.ATM.CO2E.KT,7390,7860,7370,..,..
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,5149.58907435906,5450.4928808666,6108.74010831698,6070.38805358275,5917.26257545221
North Macedonia,MKD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
North Macedonia,MKD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,21.431999206543,19.0580005645752,20.8715991973877,..,..
Northern Mariana Islands,MNP,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,21891.1847936355,27584.7435149329,22886.6740494647,20659.6402915421,..
Northern Mariana Islands,MNP,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Northern Mariana Islands,MNP,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0,0,0,..,..
Norway,NOR,CO2 emissions (kt),EN.ATM.CO2E.KT,37950,36900,37350,..,..
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,70460.5605323322,75496.7540581998,82267.809316159,75719.7528965342,67329.6777910967
Norway,NOR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Norway,NOR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,59.4174995422363,61.1110000610352,60.8138008117676,..,..
Oman,OMN,CO2 emissions (kt),EN.ATM.CO2E.KT,69540,69900,73370,..,..
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,16772.7392134801,17329.1854626719,18947.3664959773,17700.7034900714,14485.3861157973
Oman,OMN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Oman,OMN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.00170000002253801,0.0015999999595806,0.00150000001303852,..,..
Pakistan,PAK,CO2 emissions (kt),EN.ATM.CO2E.KT,180570,197700,208370,..,..
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,1368.42696140417,1464.9261954181,1482.21306651797,1288.55632450434,1188.85975692162
Pakistan,PAK,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Pakistan,PAK,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,43.6949996948242,42.0941009521484,41.7417984008789,..,..
Palau,PLW,CO2 emissions (kt),EN.ATM.CO2E.KT,260,270,290,..,..
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,16835.9860029349,16019.9898927509,15895.2598961532,15232.4870840509,14243.8646915764
Palau,PLW,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Palau,PLW,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.0500999987125397,0.0493000000715256,0.0518999993801117,..,..
Panama,PAN,CO2 emissions (kt),EN.ATM.CO2E.KT,10770,10250,10140,..,..
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,14343.9802572159,15146.4085115348,15544.9990788449,15774.2549406847,12509.8352901414
Panama,PAN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Panama,PAN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,22.1005001068115,23.5802001953125,24.4111995697021,..,..
Papua New Guinea,PNG,CO2 emissions (kt),EN.ATM.CO2E.KT,7630,7700,7460,..,..
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2509.62963689931,2695.24900855956,2801.37139302915,2820.30639650689,2757.21752973696
Papua New Guinea,PNG,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Papua New Guinea,PNG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,50.0503005981445,49.8828010559082,49.5532989501953,..,..
Paraguay,PRY,CO2 emissions (kt),EN.ATM.CO2E.KT,7150,8000,8420,..,..
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,5324.60906777777,5678.8699722,5782.78454981286,5380.9633218413,5001.07276045191
Paraguay,PRY,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Paraguay,PRY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,62.4925003051758,60.1116981506348,59.2313995361328,..,..
Peru,PER,CO2 emissions (kt),EN.ATM.CO2E.KT,56530,53990,54280,..,..
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,6204.9964574796,6710.50760214164,6957.79341149359,7027.61220697723,6126.87453978867
Peru,PER,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Peru,PER,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,27.2106990814209,27.6040000915527,27.8973999023438,..,..
Philippines,PHL,CO2 emissions (kt),EN.ATM.CO2E.KT,124920,136590,142240,..,..
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3073.65468570946,3123.24564174845,3252.11027410024,3485.3408438977,3298.82958569657
Philippines,PHL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Philippines,PHL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,23.9699001312256,23.3966007232666,23.220100402832,..,..
Poland,POL,CO2 emissions (kt),EN.ATM.CO2E.KT,299740,312820,312740,..,..
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,12447.4395912808,13864.6817579973,15468.4822194105,15732.2031311754,15720.994663556
Poland,POL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Poland,POL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,11.3368997573853,11.1876001358032,11.2637996673584,..,..
Portugal,PRT,CO2 emissions (kt),EN.ATM.CO2E.KT,48760,53330,49780,..,..
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,19978.401214968,21437.3475036794,23551.0482905614,23330.817288932,22176.2967116929
Portugal,PRT,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Portugal,PRT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,29.0014991760254,24.4234008789063,27.6138000488281,..,..
Puerto Rico,PRI,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,30627.1634017011,31108.7605697675,31604.7015144578,32850.5486123592,32290.9211360931
Puerto Rico,PRI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Puerto Rico,PRI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1.82840001583099,2.16709995269775,1.36360001564026,..,..
Qatar,QAT,CO2 emissions (kt),EN.ATM.CO2E.KT,85280,87680,90170,..,..
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,57162.9680117767,59124.8672712073,65907.9484350408,62276.4286944365,50124.3859361728
Qatar,QAT,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Qatar,QAT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0,0,0,..,..
Romania,ROU,CO2 emissions (kt),EN.ATM.CO2E.KT,71140,74100,74880,..,..
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,9548.58740298268,10807.0091671993,12398.9819787666,12899.3461112897,12896.0886211622
Romania,ROU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Romania,ROU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,24.4260005950928,23.3785991668701,23.0492992401123,..,..
Russian Federation,RUS,CO2 emissions (kt),EN.ATM.CO2E.KT,1530900,1557190,1607550,..,..
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,8704.89841329594,10720.3326583505,11287.3552780815,11497.6492498593,10126.7217935297
Russian Federation,RUS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Russian Federation,RUS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,3.35719990730286,3.24760007858276,3.18050003051758,..,..
Rwanda,RWA,CO2 emissions (kt),EN.ATM.CO2E.KT,1050,1050,1080,..,..
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,744.760748755977,772.316989145919,783.637162814808,820.149288558594,797.855520671748
Rwanda,RWA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Rwanda,RWA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,86.0774002075195,86.9050979614258,85.6945037841797,..,..
Samoa,WSM,CO2 emissions (kt),EN.ATM.CO2E.KT,300,300,320,..,..
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,4109.66322774081,4258.97876710344,4187.50472923664,4322.86845664045,4067.84345873762
Samoa,WSM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
Samoa,WSM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,36.817699432373,35.8092994689941,36.6185989379883,..,..
San Marino,SMR,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,43828.2324609315,45399.0290605549,48996.592248824,47731.2085399347,..
San Marino,SMR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..
San Marino,SMR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..,..,..,..,..
Sao Tome and Principe,STP,CO2 emissions (kt),EN.ATM.CO2E.KT,120,130,140,..,..
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,1700.09799666364,1813.80743359704,1953.5132573676,1987.57970166818,2157.84044569668
